PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
UCMS_ENT 00059021	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		S. J. Jasek	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059022	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059023	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		S. J. Jasek	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059024	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059025	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059026	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059027	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059028	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059029	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	no date provided		P. W. Severance	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059030	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	09 Sep 1975		B. Silva	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059031	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	20 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		11:20-13:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Polygonaceae	Polygonum	sp.				associated with			NO
UCMS_ENT 00059032	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	05 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Pier site	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059033	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	05 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Pier site	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059034	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	05 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Pier site	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059035	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Pier site	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059036	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Pier site	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059037	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	17 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		PM	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059038	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	20 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		11:20-13:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Polygonaceae	Polygonum	sp.				associated with			NO
UCMS_ENT 00059039	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	07 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		AM; Tub Point	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059040	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	07 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		AM; Tub Point	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059041	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	07 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		AM; Tub Point	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059042	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	06 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Marsh pond; 14:45-16:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Pluchea	purpurascens var. succulenta				associated with			NO
UCMS_ENT 00059043	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	09 Sep 1975		B. Silva	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059044	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	17 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		PM	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059045	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	17 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		PM	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059046	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	17 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		AM	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Pluchea	purpurascens var. succulenta				associated with			NO
UCMS_ENT 00059047	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	20 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		11:20-13:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Polygonaceae	Polygonum	sp.				associated with			NO
UCMS_ENT 00059048	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	20 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		11:20-13:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Polygonaceae	Polygonum	sp.				associated with			NO
UCMS_ENT 00059049	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	20 Sep 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		11:20-13:30	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Polygonaceae	Polygonum	sp.				associated with			NO
UCMS_ENT 00059050	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	29 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059051	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	13 Oct 1974		L. N. Sorkin	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-B	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059052	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059053	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		S. J. Jasek	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059054	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059055	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	15 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059056	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-B	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059057	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	19 Oct 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-B	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059058	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	19 Oct 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059059	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	19 Oct 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00059060	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	29 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059061	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	29 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059062	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	29 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-A	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059063	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	07 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest area; AM; Tub Point	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059064	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	07 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest area; AM; Tub Point	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059065	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059066	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059067	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013			GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00059068	Andrena	asteris	USA	Massachusetts	Dukes	Penikese Island (Elizabeth Islands)	41.45055	-70.92194	30 Sep 1974		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2013		Nest-site P-B	GPS not on every label, differ very slightly on some		Netting	Pinned	1	Label		18	60	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
